,ID,Params,Observations
0,129,"[0.035279136912537055, 0.39122403049259863]","[ 10.17701386  10.35791532  11.46332125  17.13433759  27.6485683
  30.45589589  30.63391683  48.1625468   49.65800258  50.18780653
  50.78708822  69.56866322  77.13661479  77.96506167  79.46529736
  83.51730989  87.84051438  90.79164917  93.49073106  94.32660257
  98.25107027 104.67261508 105.70268281 113.50204556 115.85841211
 116.02018591 117.328541   118.0240817  121.09224427 121.64699301
 126.15746627 132.77126638 136.03190417 136.90484653 159.98546348
 167.35069544 169.4280692  174.31770391 175.13578278 194.14735363
 206.75314785 227.96231105 253.26465254 255.42348407 255.60100548
 280.43498287 304.26444626 305.49697499 308.08185621 347.31753041
 352.57980424 356.69098491]"
0,130,"[0.025951856649786782, 0.41416072388351677]","[ 15.18691069  19.93461859  26.31501285  33.58626532  35.95385538
  43.40794109  46.57273053  66.04926921  66.62891734  67.97572105
  70.54428824  72.34144517  76.58293278  83.59092114  83.5971896
  84.79942949  86.02671377  92.68817081  97.03230397  99.34792168
 109.03726391 109.89640709 112.30208617 113.5288373  116.31435484
 120.87943715 127.20857481 138.2906022  148.16358184 148.17856891
 164.30876184 173.01595382 192.64477606 193.79605782 194.20210574
 202.62114234 206.93012824 219.23801706 228.08589936 230.28441986
 284.36125538 298.02656385 318.79626524]"
0,131,"[0.07795955663177151, 0.503899319371382]","[  7.13792938   7.98639644   9.67405552  12.38535354  33.86993201
  35.54602443  40.42488593  42.51874677  45.76073149  46.9422409
  48.36087618  49.11302064  49.64092407  52.0366943   53.28999687
  59.26747439  69.70251733  70.55169279  70.93687055  77.32585296
  77.54088368  89.01928574  89.04390937  90.7047048   95.22506869
  95.59154597 100.88686124 101.37812947 106.51476654 113.93973801
 124.23521369 125.63908347 127.509198   131.06409412 134.81790248
 152.83235147 153.00158031 154.19927565 154.49883983 156.48228155
 164.40537081 166.79802814 182.5526055  193.657911   195.3242652
 198.63023503 228.69709805 228.98980749 252.62983213 252.8818768
 256.88548583 270.34769032 281.66014716 291.33982259 312.50283146
 327.87685547 335.99595856 336.93258757 345.21754799 350.37603112
 351.7032053  352.11483175 353.50477671]"
0,132,"[0.0857357150370177, 0.4300986824521524]","[ 28.93755995  30.33509244  39.22552631  51.47389296  55.11914446
  63.34798393  64.98560628  66.47193996  69.19791693  69.34421197
  82.58944935  83.40718769  86.60551943  90.28540506  95.94023815
 100.63151042 106.74910762 119.8140184  120.86009975 125.83260581
 135.66212167 139.45280158 140.69470207 141.33237573 142.05742752
 142.6603677  145.22864938 147.66144008 165.51721197 230.00532884
 252.70056    291.43904768 297.77483365 303.67718613 312.95748794
 323.18268507 347.44308647]"
0,133,"[0.03690506317025778, 0.5274537191956227]","[  4.16126481  20.68672527  24.2767856   49.94544588  57.24914648
  61.11436881  64.70217493  69.13723235  77.24846725  87.15777349
  88.120553    91.16308769  92.60990646  95.40073265  96.3842962
 106.79173048 107.79137051 116.71668471 119.65148145 124.03747471
 132.64850977 139.90403263 141.55606723 142.44694209 143.62785431
 144.88828394 147.20105099 158.58550013 160.74691036 172.96431896
 172.99906452 190.45041388 191.91373245 200.93255248 201.61366846
 218.58082644 227.56185801 246.57323308 270.30461889 290.36286268
 310.68250447 360.        ]"
0,134,"[0.028598639150826864, 0.411041541454955]","[  1.15690617   4.57914722   5.06118915  29.2903034   32.58166304
  35.4343496   36.92734423  41.03651433  47.03556394  66.31187461
  67.04530616  75.400418    79.22606414  82.84212909  82.94146893
  93.41043966 101.03966195 103.2312051  105.73314342 119.68403941
 120.35821757 122.41023815 135.96632809 137.91404657 155.26836761
 157.67900541 166.45791861 174.88130701 177.50204332 178.71508401
 183.38727476 197.28642548 211.20100996 220.6745913  236.73983298
 291.05946461 291.95481328 292.82723869 340.21537719 350.08760567]"
0,135,"[0.04497958489729649, 0.45336414542289716]","[  3.21297368   9.97453542  10.63236574  10.67177228  17.09359013
  18.15236237  33.68095622  36.36614162  37.12668646  39.32441195
  40.83849836  52.09206309  53.58630068  54.03764905  64.95421581
  65.45661057  71.15659294  75.51522493  86.89881452  89.5420095
  94.74333517 108.67908586 117.03623219 127.29042616 128.1366016
 135.08344872 146.26532125 147.29869718 149.40385415 158.28942523
 161.74584066 164.16025924 168.75234914 180.43280898 187.08122155
 190.97971555 201.11436382 212.31784608 217.35245506 218.17149128
 227.77939315 230.39980477 249.61083827 253.9754842  273.20929706
 291.21804975 296.49546894 318.45113539 347.55978264 357.78300942
 360.        ]"
0,136,"[0.05262845892116405, 0.5990109582133988]","[ 26.69454777  31.00468689  37.18953978  55.60237179  58.83326695
  59.17537908  62.7608689   70.78779027  72.30158572  74.90191632
  75.86736675  79.08296911  79.95785548  87.36908709  95.00936383
  96.72050417 101.36652213 102.03482078 106.25160498 106.33917806
 107.40821818 107.46843038 107.74364902 118.62003166 118.95770711
 131.82017389 180.46345451 185.10734851 194.80656778 198.12114013
 207.69043655 220.5950247  233.48254542 256.62557719 262.88478871
 263.43416374 267.22248893 286.50781765 296.72867417 298.46015115
 306.9908816  325.78792498 358.84898177]"
0,137,"[0.05512733400276801, 0.5255489147890929]","[ 17.02167034  26.24599895  60.22333797  60.94212766  82.38166485
  89.68278567  90.08829559  97.1962224   98.22825724 104.39319818
 108.81213341 111.94955303 112.40331342 113.21098197 116.88459552
 120.03728156 120.77879715 123.12820355 142.0556212  142.85623112
 145.73835099 188.3472101  195.30160595 197.33337215 201.39214102
 201.71183647 224.31663961 275.79918726 275.95574751 276.29055111
 277.75803636 282.50718214 287.86831397 289.83300107 289.83532022
 299.02587059 335.07541622 337.52857843 347.85940538 350.15877471
 360.        ]"
0,138,"[0.07740185965910125, 0.525805689227421]","[ 12.96676062  14.39455993  16.98099662  21.20309685  21.65009336
  31.78587231  33.5425949   34.22942307  34.93288756  36.75347707
  37.30248491  47.61342938  55.7316524   69.27155639  72.21884043
  73.41822424  76.78731776  77.58437143  92.91895341  95.01204434
  95.04075107 107.42436673 111.53918767 112.46446313 113.81787866
 113.91310713 115.03491334 117.52293834 120.59296562 120.74868427
 120.84829483 129.75494157 152.92748926 165.75657426 173.19325533
 173.45196648 175.26104224 175.88849627 177.67957825 248.85777074
 255.20186658 315.14962878 329.68961687 345.84760777 347.19485774
 347.27250002 350.34424113 354.40878004]"
0,139,"[0.07754790442109927, 0.4447688345011509]","[ 15.64043788  16.17251635  20.24499093  21.3511843   22.16792962
  27.65372663  30.44651165  31.90506306  41.20052758  46.00275467
  51.48897585  54.84554523  60.96583367  61.03502807  63.44976314
  66.16915123  73.16688352  75.06212952  92.51290092  92.89244422
  94.40481695  94.42852322  95.8024643   96.72848046  97.57181517
 104.62154859 104.96850623 120.87728722 123.33514924 123.58192244
 126.11085264 137.2307032  144.51473157 144.8309605  147.6323054
 151.32115754 158.25925979 159.28765141 160.58955326 164.87146493
 188.59591576 228.24228787 229.03189915 230.49217818 230.59298523
 236.96575565 272.63186388 301.12173964 307.0378976  328.78197394
 334.91872897 353.90311233 354.24578389 357.31038569 360.        ]"
0,140,"[0.0720048106783804, 0.4875559583748967]","[ 15.56967813  18.38884348  18.42380002  18.83822774  19.44214483
  19.84614376  20.16338319  21.37435658  21.96798536  22.36605561
  24.04106004  24.33679316  28.17668313  37.30845214  37.98985085
  43.24373362  44.17897927  55.93964532  56.95394125  67.15161808
  73.54951815  75.96584607  77.38485081  77.42362831  78.92135483
  81.04533851  82.04861203  90.52594138  91.3827457   93.72329352
  94.09444005  94.30632989  94.36381508  94.4802769   95.20660366
  95.79546898  98.97551446 109.13981249 110.91998683 126.08353001
 130.29135345 133.82628486 135.93269284 141.73611025 142.02248476
 145.39254438 153.71284233 157.1881758  159.01518575 160.18358471
 164.15034443 202.86071642 206.69520132 243.41592953 244.04254961
 252.25433893 254.12923017 258.16463718 291.29488133 310.56779162
 312.61276743 333.78657657 351.247087   356.47555993]"
0,141,"[0.044875931239352324, 0.5215579618054148]","[  8.57959804   9.76199457  18.99216968  40.11009805  45.46675777
  47.23107185  50.35281773  60.5827176   60.95819225  72.69975436
  88.68615107  95.80152968  97.68019811 104.95848211 105.19997908
 112.97516995 119.23269304 131.61861185 136.48152615 142.4356477
 142.6637444  152.19633608 162.63884074 173.74270197 189.77911979
 213.11706492 228.62097561 228.79165676 232.26366743 242.05446716
 246.26574544 249.28420834 254.13212739 256.35175764 267.89036392
 272.7983676  297.29679174 297.89744205 298.06122376 298.20486842
 302.08168194 351.00706591 360.        ]"
0,142,"[0.06860688124946643, 0.47581025819040634]","[  9.23212115  12.87301945  14.77091402  23.326225    23.38167327
  29.91668627  32.2352122   34.09627807  39.39428438  56.58293144
  62.98278809  63.6535811   65.97945628  84.66528283  88.97238663
  98.56610574 106.76938609 123.84514235 124.40761214 131.28272758
 139.49373741 139.93316475 144.68370442 149.79080804 156.71175965
 158.0322081  162.13024496 163.54635773 168.52592907 183.65322443
 184.78187236 189.16454816 215.84944908 216.14821952 227.7967629
 241.43970176 296.04228987 308.16551932 315.06207348 332.8403692
 356.96546899]"
0,143,"[0.11150194588166451, 0.4892959902611345]","[  5.55296052   9.99964421  11.1314284   21.96348669  23.58364144
  24.300236    31.75107763  43.07663215  43.95488162  56.53303185
  56.99852726  57.40336602  59.06668089  59.59432961  60.12507048
  60.44642328  61.08901017  65.61822763  68.71901799  69.64284026
  69.68389068  70.3068721   72.20586867  74.80461309  77.68031838
  81.09028153  81.60380498  82.4583429   91.03339941  92.45067807
  95.17242489  98.57440587 102.71306713 106.74500329 109.45941006
 113.20377346 114.02122322 129.1326012  129.24154603 130.66481695
 133.27558766 133.42384095 136.24974491 136.36717838 138.32401478
 150.31538259 155.84001445 156.81488137 157.04330104 169.09176363
 179.19232653 180.35614191 183.80345983 210.09101967 255.03090181
 259.32477077 262.93855284 296.15941713 298.91961928 312.67069248
 320.03897679 335.10453293 340.77140531 346.59226022 351.58606597
 354.45196387 355.04514875 358.19936378]"
0,144,"[0.03285752511655367, 0.4851875778609751]","[  9.83221567  10.57331208  19.38765754  28.87226072  34.30375345
  41.58869059  66.45141041  84.52123003  86.8831814   87.20569596
  87.58922267  87.78248814  90.00500635  93.08358628 100.73073052
 106.64748424 107.51554036 107.52861385 107.60497907 109.01371252
 114.80570997 115.82213413 116.41027015 123.14722951 124.38651768
 127.48997374 140.81038213 141.93408555 142.70744968 143.74076163
 147.95100451 157.4724374  187.75580583 189.31875586 192.7364982
 193.21299979 203.67335892 207.97091475 214.23936863 241.30319598
 251.48477129 344.27163328]"
0,145,"[0.059169029464794194, 0.5281357004768997]","[1.10888672e-01 6.25930954e+00 8.23056557e+00 1.76561955e+01
 2.20498147e+01 3.05418094e+01 3.07095840e+01 5.12425452e+01
 5.21954251e+01 5.39053290e+01 5.61178899e+01 6.68189500e+01
 6.72897878e+01 6.97621155e+01 7.13685044e+01 8.19845919e+01
 8.21215570e+01 8.24926279e+01 8.49008184e+01 8.56949378e+01
 8.57060654e+01 8.65463643e+01 8.77164533e+01 8.82770243e+01
 8.97101646e+01 1.01584255e+02 1.16676329e+02 1.23149364e+02
 1.24014445e+02 1.26462578e+02 1.37459669e+02 1.40637166e+02
 1.43506345e+02 1.49499678e+02 1.51524420e+02 1.60611361e+02
 1.69839321e+02 1.71006451e+02 1.78406992e+02 1.80205341e+02
 1.83453496e+02 1.89485681e+02 1.93673800e+02 1.94377770e+02
 2.02345624e+02 2.05093657e+02 2.32451426e+02 2.33474778e+02
 2.35027438e+02 2.37044798e+02 2.53339786e+02 2.55453330e+02
 2.55750842e+02 2.61718263e+02 2.75936163e+02 2.85056714e+02
 2.95434643e+02 3.04850351e+02 3.31113415e+02 3.51390327e+02
 3.58229942e+02]"
0,146,"[0.11912470444196685, 0.4978966981182679]","[  4.07928814   4.08222764   5.23795327   9.73437763   9.95257153
  10.42605862  25.48316415  34.25575084  45.57636788  45.6892886
  45.72004875  47.38659132  50.19326931  54.97580393  57.81901498
  58.80949968  59.83369623  66.8690112   70.02519437  80.22219077
  83.569494    93.8591626  103.95993042 104.08998529 109.83165568
 111.10098791 118.99905525 119.00362003 129.07608167 131.26834432
 135.61074492 139.46850033 141.44046997 142.50146757 143.73497494
 144.24708204 148.5241228  160.05731269 161.62398138 161.62548284
 161.89934784 164.55636947 166.49506349 177.33254977 190.40727639
 221.51316571 257.1704079  262.48236614 264.04584121 267.93519429
 268.15146994 269.10385974 269.14702052 270.01905388 291.922762
 314.19486931 315.19620185 317.43915536 335.71414233 356.11731064
 359.31017538]"
0,147,"[0.03175852138126438, 0.5561994453226136]","[  1.55098082   7.22482819  23.90641568  40.84522987  42.84791852
  44.1771367   61.98738974  62.74465314  62.96467928  83.61486036
  84.57354571  91.92034449  98.52217902 103.53043493 108.5073505
 108.6711761  111.72018999 120.61317712 121.97785772 122.54066404
 128.08128053 128.76676573 138.00918891 138.9168422  142.69638303
 143.85454714 144.53457789 150.83575067 151.02569482 153.26686328
 179.99699698 184.03827612 245.01567864 255.28752809 260.57734913
 285.59306721 291.02444137 291.35830843 292.86681454 330.06474444
 332.59309142 335.92314585 339.29944019 339.57560652 350.71186854
 354.18017464 360.        ]"
0,148,"[0.06859437087111019, 0.43777592994835524]","[  2.64070102  17.85124432  35.33783497  35.94334957  37.58378997
  46.00048022  52.55152626  55.69889971  68.31571732  71.28583733
  76.16284889  79.7774902   86.53779607  87.12518424  89.61705742
  91.2704195   98.67170713 102.90915061 119.14238965 126.28606787
 129.0959264  131.28580626 131.98054063 135.7490734  140.61946703
 142.202478   144.43220056 150.32132642 165.80431768 166.15005167
 182.54616025 189.36495435 194.39762056 201.8723726  203.40589022
 205.9606582  210.1589184  223.51490828 277.71294178 343.30552452
 346.39626747 359.048143  ]"
0,149,"[0.04106291880936674, 0.5164207058211219]","[2.81389888e-01 8.07726216e+00 1.10549257e+01 3.06304045e+01
 3.14188237e+01 3.17422351e+01 3.53677718e+01 3.90525640e+01
 4.74215995e+01 5.76549133e+01 7.24809564e+01 7.75691536e+01
 7.88725289e+01 8.63775547e+01 9.76814837e+01 1.12734354e+02
 1.18942866e+02 1.21536271e+02 1.37554083e+02 1.42478166e+02
 1.43099677e+02 1.45136522e+02 1.48207395e+02 1.58781871e+02
 1.76921434e+02 1.85726014e+02 1.86827865e+02 1.92730006e+02
 1.97821410e+02 1.98716228e+02 2.16894724e+02 2.19794345e+02
 2.27241140e+02 2.27499665e+02 2.27768198e+02 2.36254023e+02
 2.41219188e+02 2.44064744e+02 2.52250663e+02 2.55693061e+02
 2.72838462e+02 2.84292006e+02 2.89736846e+02 2.92087851e+02
 3.10822507e+02 3.11663977e+02 3.26578837e+02 3.38011570e+02
 3.47631629e+02 3.54014992e+02]"
0,150,"[0.04505334307133182, 0.48657569332857814]","[  3.61537426   7.98368763  19.15384209  29.13260534  33.70077459
  40.79596337  49.09357858  49.67395916  52.96202412  61.33859403
  62.09931136  66.32718784  78.85557273  94.9252175   95.98355047
 101.08387108 101.23325317 102.02900268 105.13149673 106.18812868
 109.11300164 115.92170514 116.1605036  116.34284735 120.47300276
 127.92234118 130.5681179  130.65577158 144.26639515 144.29223229
 148.94183413 149.1116179  151.64623478 165.03942773 172.58018673
 172.88579254 178.20322026 178.38576141 181.38308007 186.11473181
 187.44569065 203.32977548 228.28092501 255.71769479 285.75068632
 296.15529578 296.25202946 296.58753202 298.64799028 304.97313638
 319.75323319 330.88414129 339.50900884 348.41334427 350.63687997
 352.28690514 358.13086585]"
0,151,"[0.03752672166521833, 0.46986817823394966]","[  2.28402086  11.29063189  15.66022458  17.89099417  19.83925749
  20.29464266  21.23760595  25.13611533  28.83298627  33.94117954
  53.95327017  59.31077778  63.94688434  64.18707563  67.09419066
  69.27628619  77.32128817  80.11751096  80.69768398  96.53758842
  98.39524559 100.09154706 100.45571455 121.44688559 121.86489738
 134.87138502 143.49096566 153.99074851 159.00375457 162.8001501
 164.37057675 179.50288405 187.91944837 195.99982468 200.21655072
 203.01532577 225.53952539 229.42266976 232.49345175 235.18095748
 296.82744591 298.50260959 299.85200997 301.69060715 301.95134357
 317.28807759 325.25101876 331.31452507 331.60028692 332.65608644
 335.13679506 337.63280739 343.24052575 349.53939823 354.2886286
 360.        ]"
0,152,"[0.04478316634684402, 0.4798221975268054]","[ 17.6009619   34.11156774  37.70908147  43.44347691  52.15956742
  56.70023348  57.7617084   66.67935692  71.92771807  78.17454855
  96.14892335  98.91983086  99.08828439 103.76858298 104.1711814
 106.33581312 110.88621661 112.03085367 115.54043006 115.95481878
 120.84270186 122.11452436 137.70427058 138.58157696 138.82222827
 139.4904363  143.84266753 146.91235001 161.64620703 180.0483298
 182.54248509 189.40909545 215.47842767 221.75269722 228.45514463
 231.84125132 249.46313343 250.49108845 262.02156723 267.712465
 310.48761544 315.39897237 346.76666123 352.91160474 353.20329407
 356.64061622]"
0,153,"[0.02514421384448491, 0.4698514171326933]","[  9.38415806  17.42628742  19.19721937  24.45229277  33.40773385
  36.58305349  39.80414771  52.31812256  52.94393299  73.62317559
  84.16282198  90.20496154  93.4064216   93.47470937  95.9337504
  96.05325055 101.37513654 102.18786512 103.43201674 105.14076346
 105.1883039  123.43377591 123.92787504 127.34718805 128.49235044
 128.68909831 129.02598193 134.45785767 141.93549916 142.40448695
 145.66878227 146.42348436 148.70337673 161.10657004 164.46067227
 179.2569965  182.23250273 202.8163847  207.87018813 211.85581739
 227.7140495  252.38172042 264.46067861 271.13697726 296.2201246
 301.53468919 317.01483474 319.47728174 334.94272496 345.77045674
 357.33769672]"
0,154,"[0.14611703132412188, 0.4877396798403161]","[ 59.8434042   76.57763097  94.81574583 105.15425135 106.53998874
 118.77132699 126.92865482 134.26491337 135.39822544 136.60227875
 136.94811617 137.47535364 137.87793087 142.33003125 149.71318206
 151.68818474 160.82121005 165.78647694 198.28406115 200.2192683
 204.16723588 204.63431194 225.3507962  227.15895695 227.75959921
 229.33782679 229.52933806 232.82396776 258.45413374 261.70397918
 284.84267955 294.47958453 297.72139212 301.21122186 304.35179118
 339.16950329 340.66129839 352.07331677 352.3186572  360.        ]"
0,155,"[0.048131047070273277, 0.5216394489980356]","[ 12.44394069  17.11450225  26.9643475   47.47249028  51.15003995
  67.48447788  68.27802407  73.42663411  86.0085108   86.57265587
  95.98089055 110.01397535 114.86944773 119.2537732  133.43428372
 133.9947311  136.49184019 143.04167369 153.70721615 162.93004928
 164.2441309  164.73597225 164.94380176 166.5198769  168.15562978
 176.2982414  177.06039703 177.58256149 202.509711   221.83407783
 223.40081737 241.99127548 282.52295713 292.79967276 298.36744099
 301.62555138 336.13420278 345.37282548 347.5837812 ]"
0,156,"[0.03410660604038363, 0.5672234602319237]","[ 18.3928339   24.18708821  27.88585758  39.19834456  43.9299222
  49.87784536  64.30505738  65.31475633  71.78537224  90.00721718
  95.7112682  107.95302526 125.28646828 127.20201747 129.8881588
 132.41487784 132.79477037 138.48947096 141.41212128 147.42832156
 149.85176846 150.86380175 152.301823   159.70536149 161.33164681
 166.46661263 181.56051941 198.06975717 204.91188599 211.16001593
 228.91345258 232.18329003 241.71743228 296.86145354 298.00085423
 342.29600147 354.40953382 360.        ]"
0,157,"[0.06477890011317575, 0.5440842185144766]","[ 12.48939225  17.13630162  21.77750395  24.81478321  33.06252886
  33.80648713  52.63084344  54.05607761  56.48658149  58.48064081
  59.34466079  65.42621817  69.62498252  69.92209565  71.60016791
  78.34174151  85.46288462  87.27740593  90.06986985  90.4618632
 100.69837366 101.85274276 106.57325384 136.21619485 142.94394647
 148.83661255 166.47721075 199.1165854  236.2332605  236.64252866
 256.84798678 257.80445765 263.456415   269.05017455 270.8796329
 290.77822598 298.19830152 298.87042784 329.86506235 333.94210799
 336.32951975 336.80262438 349.94595667 353.86006522 354.60743971
 354.67810531 355.63162688 356.39387148 360.        ]"
0,158,"[0.06181869564978572, 0.6251181259145788]","[ 10.27286583  12.10143777  17.53788611  23.66553513  37.73383187
  39.22137396  54.05864829  56.83878028  57.35858769  58.75184009
  59.56409658  61.4907649   61.91626278  62.5328726   66.71996851
  67.54872786  67.66721189  72.84997428  73.77525807  76.44627183
  82.18710182  83.80472751  84.16018009  87.1495276  106.20732632
 126.84334231 128.54601917 132.58437284 142.65119272 143.16022545
 145.79360079 148.24652345 151.63901534 160.83409756 168.97668923
 171.16603675 171.32694967 175.05111555 210.62364762 214.41979905
 214.51914745 223.33303106 296.6251077  298.23815974 336.32709728
 339.18287928 340.14041274 355.56207548 359.22000136]"
0,159,"[0.04747722418566874, 0.42977984946087167]","[  4.48521287   9.44943516  10.40287331  18.10819848  20.18500886
  32.69555622  33.892611    33.97346072  34.56400432  35.15131428
  39.23341375  39.95277507  42.61178747  45.50920793  46.33459093
  53.27330223  53.38200295  54.99787254  57.97542924  60.35770058
  61.53333065  69.04663818  73.87669461  84.32244066  84.82516286
  90.13938555  93.3664269   97.8766303  102.47490594 104.53589809
 104.67817094 104.889449   110.71687941 110.7245195  112.91841774
 113.33626215 121.79413539 127.88926674 134.91125182 137.17772274
 137.31311242 139.64941193 153.37972575 158.08838201 167.34504687
 178.97282256 212.29648974 228.45140451 229.45862209 237.72483361
 238.86194927 275.71545799 292.4434058  293.5106159  296.5661096
 298.76877469 312.71569481 319.94187534 327.53122518 354.77818776
 360.        ]"
0,160,"[0.09450549912347393, 0.4570537287606908]","[  3.20621667  21.43667871  30.96925599  44.89472025  47.67382844
  53.61661851  63.29254597  63.44329284  65.41578837  67.29126168
  67.80940646  71.27821756  77.22403172  79.49256617  87.66380677
  89.15660806 105.65128482 105.84543492 124.03617241 124.62388386
 131.41552579 134.01389801 138.07066998 138.17762069 139.36587502
 146.17356582 147.31546814 149.7548931  157.6762125  173.99109723
 174.10234427 187.3021341  188.63007592 198.62872533 206.19287695
 209.59919989 234.51649868 255.48697069 262.50703196 262.59307766
 263.40638681 269.07585067 296.3891063  354.83443394 359.72225897
 360.        ]"
0,161,"[0.13132859548039727, 0.4259040970028921]","[ 25.58876134  28.37338458  29.43064189  58.33359643  61.17378395
  61.30753604  61.6948346   63.22979872  64.33448372  69.01185293
  69.46482666  75.13482422  76.93867249  77.4983465   77.82936637
  99.34005888 102.47483616 102.9119872  103.08970041 109.91473894
 111.74716985 119.63422781 121.6355742  133.70225952 134.47707692
 143.04795819 151.98295926 181.75928764 183.22750281 185.4663029
 189.45699777 198.51550213 210.16106342 217.61803695 225.40875001
 225.70263563 284.01831822 296.88182292 298.35699996 298.76234436
 300.61072559 305.72470396 310.49960323 311.95037421 312.07591745
 315.26857401 347.53805003]"
0,162,"[0.08515833565618872, 0.5835068142583801]","[  7.98946581  12.00147462  22.36831293  37.38452464  37.85944266
  43.8373607   45.30271234  47.8496018   57.6708043   57.98803968
  58.27715495  59.96571599  66.17827015  69.33240276  70.11938881
  70.21433908  71.12313601  75.96771485  79.21233833  84.39242206
  86.31641332  87.84736352  96.66396276 102.24826062 107.1939672
 110.26409452 111.09989184 118.93217393 119.32671655 122.25694783
 132.59090636 134.97451212 135.65735596 156.38270632 157.38009847
 160.5058154  168.19454068 168.83839601 189.35759571 196.16541334
 203.20726442 207.93143825 218.16478438 219.49263052 228.21445725
 228.24693025 229.60275722 236.26750193 237.22728576 240.47346901
 255.01311283 280.96854367 281.34794644 338.42705913 345.37748548
 346.55698585 352.05631635 354.57830301]"
0,163,"[0.05427074782259715, 0.6132072742916722]","[  3.08942009   6.83228121  21.01893365  21.32968185  21.37270858
  22.35736722  48.24252805  62.69722296  63.27461522  67.03144766
  83.19836786  86.76147156  88.54831198  91.88571839  93.65562161
  95.56067089 111.57457307 116.73080936 117.67484853 120.29939686
 126.55719055 128.95091371 140.27928034 144.62208659 144.66892095
 145.35030011 150.00692978 173.03790621 180.74245634 181.51552188
 189.7582972  193.67965668 203.89015543 207.32790572 215.88200241
 252.65724453 255.77465522 255.88666799 299.48610515 316.34853227
 324.83719133 327.0520261  329.44917574 331.54046319 331.95518692
 354.91325831]"
0,164,"[0.04936452142771466, 0.42913627941459254]","[  9.70807959  10.86583315  12.95344454  29.38182779  30.77552966
  32.92372285  45.10258239  52.47664245  62.14363898  65.50500965
  66.05174471  88.40326237  90.08479132  90.43894843  93.97919923
  96.36847559  98.67509266  99.70949295 107.52286381 113.08404261
 113.57837783 126.40247526 127.12535921 130.81997798 133.63421042
 142.89890936 177.04968435 190.35819952 214.70299306 235.13663799
 240.79533406 253.31567571 272.99139863 316.04167551 359.18290217]"
0,165,"[0.05916185856708913, 0.5362484488046179]","[  6.03253096  22.1916942   22.50493311  38.84578972  44.27192162
  44.3552849   46.80159666  51.26659408  53.11452731  61.37929888
  66.28800077  76.50122282  82.41868946  84.93021416  89.3859081
  95.74153716  96.05345483 100.86766699 110.28837809 110.40926205
 111.90774428 115.62319928 120.26606765 121.1604819  121.90080589
 127.43814833 129.96200171 132.00331455 134.13080283 134.23096592
 141.83666831 143.58366793 145.91300234 146.15001755 147.60833862
 151.62931856 175.75290244 176.31378901 177.39566303 180.59105981
 180.60368571 184.11767476 196.69769761 200.32355591 216.67411364
 217.50880091 223.99583047 228.32676765 247.2825607  252.27287406
 267.90004697 269.90100167 281.00753342 295.33157879 302.50976666
 305.22223094 314.56040496 315.19481626 324.00667992 330.60024504
 343.4288317  344.38597492 347.8468908  352.24499989]"
0,166,"[0.10187155708215889, 0.5114133377377]","[  0.38598423   4.17807514  17.63519727  18.33500588  19.89975278
  20.66646495  20.98807287  21.25496914  21.30218359  34.3235207
  34.71540186  36.82306388  45.84951301  51.14607058  54.62028749
  64.69716086  74.64232546  90.57441604  91.81316121  92.39630581
  92.47278189 105.21756845 111.64820568 113.37090137 113.8185796
 114.50652679 132.52797214 134.27654551 134.94833276 137.25748856
 144.10509438 147.28066436 166.52855643 167.38125147 174.86462876
 180.93378314 181.1064809  182.23121816 184.8665245  187.08817952
 192.7887153  198.89976689 201.35050395 223.93057995 240.10109486
 242.51077108 250.4283     256.93762029 273.63006405 278.07349093
 286.41748467 297.60409377 312.12384534 312.88106207 347.11818908
 360.        ]"
0,167,"[0.06120443976127769, 0.4711655663696818]","[  3.3005479   17.52618914  17.55054744  25.08857751  35.1108844
  39.42799716  41.5331391   47.23403109  48.02607364  51.00363843
  51.45773936  52.47627593  65.50064121  69.14297369  69.32631497
  88.52806437  90.01656825  94.89958359  96.70385063  97.5150633
 115.97321615 121.90510247 123.61704521 125.61930565 126.24786355
 143.12302264 144.19091917 144.61784525 144.85611417 148.6916177
 151.26373698 151.55573589 153.49959844 156.72331221 162.70037252
 174.04771015 175.30104872 175.50094555 176.7346113  184.19214046
 187.62189895 189.28764811 190.67577616 200.71657874 218.14730541
 275.35670611 285.63429353 287.52761579 296.24919679 303.02080416
 304.9161608  330.22857576 345.46449196 346.34139163 351.64408245
 352.12540877]"
0,168,"[0.08731300388866134, 0.5471736883596191]","[  2.30391052  25.55188353  26.23920627  31.23495698  33.32809996
  39.51145338  39.81522432  40.58859973  48.22726215  65.64454779
  69.80410744  73.26226034  75.96838034  80.88502742  84.62358739
  86.57976502  87.47851009  88.49707262  91.41086461  94.64256229
  94.82995553  97.48444813  98.50091513 100.2685245  100.47235826
 108.47800165 109.58313739 111.22327159 114.3079332  128.13828277
 132.11115282 135.15712227 141.11685849 145.44603071 147.06157428
 168.82930997 169.76602549 174.17550718 180.8008084  181.05794301
 183.04243906 186.2932913  198.54130768 199.69142592 201.29447155
 211.93484721 212.22266105 254.10317207 262.06109874 268.88977209
 335.02009554 335.5041511  336.00662828 342.27406871 345.27570995
 352.92774831 356.88753345]"
